resourceId,resourceName,resourceType,synonyms
d27fd7b0-ed8f-4ee2-a8d9-26748c12518c,Nf1+/-,animal_model,"NF1+/-,Nf1 +/-,Nf1+/−,Nf1 +/−,Nf1+/- mice"
